ID,Taxon,Family,Overwintering_stage,,,,Overwintering_location,,,,,,,Voltinism,,,,,Pupal_location,,,,,,Ant_association,,,Forewing_length,,,,,,,,,,,,,,,,Wingspan,,,,,,,,Hostplant_family,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hostplant_specificity,,,,Hostplant_type,,,,Hostplant_growth_form,,,,,,Hostplant_part,,,,Hostplant_age,,Larval_environment,,,,,,Hostplant_patch_size,,,Egg_laying_type,,,Egg_laying_location,,,,,,,Egg_lay_light_environment,,,Flight_months,,,,,,,,,,,,Adult_feeding,,,,,,,,,Adult_roosting,,,,,,,,,,,,,,Mate_locating_type,,,,Mate_locating_location,,,,,,,,,,,,Basking_type,,,Basking_site,,,,,,,,,,,,
database_ID,Taxa name,Family,OvS_egg_E,OvS_larva_L,OvS_pupa_P,OvS_adult_A,OvL_buried_Bu,OvL_surface_Su,OvL_short_sward_Ss,OvL_tall_sward_Ts,OvL_shrub_Sb,OvL_tree_Tr,OvL_liana_Li,Vol_biennial_0.5,Vol_univoltine_1,Vol_uni+partial2_1.5,Vol_bivoltine_2,Vol_multivoltine_3,PuL_buried_Bu,PuL_groundlayer_Gl,PuL_fieldlayer_Gl,PuL_shrub_layer_Sl,PuL_canopy_layer_Cl,PuL_attended_At,AnA_monospecific_M,AnA_oligospecific_O,AnA_polyspecific_P,FoL_var_male_min,FoL_var_male_max,FoL_var_male_average,FoL_var_male_variation,FoL_var_female_min,FoL_var_female_max,FoL_var_female_average,FoL_var_female_variation,FoL_HR_min,FoL_HR_max,FoL_HR_average,FoL_HR_variation,FoL_Ten_min,FoL_Ten_max,FoL_Ten_average,FoL_Ten_variation,WSp_Ts_male_min,WSp_Ts_male_max,WSp_Ts_male_average,WSp_Ts_male_variation,WSp_Ts_female_min,WSp_Ts_female_max,WSp_Ts_female_average,WSp_Ts_female_variation,HPF_Adoxacee,HPF_Amaranthaceae,HPF_Apiaceae,HPF_Apocynaceae,HPF_Aquifoliaceae,HPF_Araliaceae,HPF_Arecaceae,HPF_Aristolochiaceae,HPF_Asteraceae,HPF_Berberidaceae,HPF_Betulaceae,HPF_Boraginaceae,HPF_Brassicaceae,HPF_Cannabaceae,HPF_Capparaceae,HPF_Caprifoliaceae,HPF_Celastraceae,HPF_Cistaceae,HPF_Cleomaceae,HPF_Convolvulaceae,HPF_Coriariaceae,HPF_Cornaceae,HPF_Crassulaceae,HPF_Cyperaceae,HPF_Elaeagnaceae,HPF_Ericaceae,HPF_Escalloniaceae,HPF_Fabaceae,HPF_Fagaceae,HPF_Gentianaceae,HPF_Geraniaceae,HPF_Graminaceae,HPF_Grossulariaceae,HPF_Juncaceae,HPF_Lamiaceae,HPF_Lauraceae,HPF_Leguminosae,HPF_Lythraceae,HPF_Malpighiaceae,HPF_Malvaceae,HPF_Mimosaceae,HPF_Moraceae,HPF_Oleaceae,HPF_Orobanchaceae,HPF_Papaveraceae,HPF_Phyllanthaceae,HPF_Plantaginaceae,HPF_Plumbaginaceae,HPF_Poaceae,HPF_Polygonaceae,HPF_Portulacaceae,HPF_Primulaceae,HPF_Punicaceae,HPF_Ranunculaceae,HPF_Resedaceae,HPF_Rhamnaceae,HPF_Rosaceae,HPF_Rutaceae,HPF_Salicaceae,HPF_Santalaceae,HPF_Saxifragaceae,HPF_Scrophulariaceae,HPF_Solanaceae,HPF_Talinaceae,HPF_Tropaeolaceae,HPF_Ulmaceae,HPF_Urticaceae,HPF_Violaceae,HPF_Zygophyllaceae,HPS_monophage,HPS_oligophag (within one genus),HPS_oligophag (within one family ),HPS_polyphag,HPT_biennial_Bi,HPT_annual_An,HPT_herbaceaous perennial_Hp,HPT_woody perennial_Wp,HPG_short herb_grass_Sh,HPG_tall herb (over 30cm height)_Th,HPG_shrub_Sb,HPG_tree_Tr,HPG_non plant_Np,HPG_liana_Li,HPP_flowers_pod_Fl,HPP_leaf_Le,HPP_bud_Bu,HPP_stem_St,HPA_small_immature_Si,HPA_old_Ol,LEv_buried_Bu,LEv_groundlayer_Gl,LEv_fieldlayer_Fl,LEv_shrublayer_Sl,LEv_canopy layer_Cl,LEv_Attended_At,HPPS_large patch_Lp,HPPS_medium patch_Mp,HPPS_small/single_Ss,ELT_single_Se,ELT_small batch_Sb,ELT_large batch_Lb,ELL_bare ground or ground artifact_ Bg,ELL_short turf_herbs_Sh,ELL_tall_mature herbs_Th,ELL_shrub_Sb,ELL_tree trunk_Tt,ELL_canopy_Ca,ELL_liana_Li,ELA_light_Li,ELA_partial shade_Ps,ELA_shade_Sh,FMo_Jan,FMo_Feb,FMo_Mar,FMo_Apr,FMo_May,FMo_Jun,FMo_Jul,FMo_Aug,FMo_Sep,FMo_Oct,FMo_Nov,FMo_Dec,AdF_herb/flower_Hf,AdF_ergot_Er,AdF_shrub/tree flower_Sf,AdF_honeydew_Hd,AdF_sap_Sa,AdF_decaying plants_Dp,AdF_animal_An,AdF_mineral_Mi,AdF_hostplant coincidence_Hc,AdR_Bare ground_Bg,AdR_tree trunk/fence,AdR_short turf_St,AdR_grasses,AdR_short herb,AdR_tall herb,AdR_shrub,AdR_tree canopy,AdR_liana,AdR_exposed,AdR_communal,AdR_on hostplant,AdR_off hostplant,AdR_Manmade structure,MLT_patrolling_Pa,MLT_perching_Pn,MLT_territorial perching_Pt,MLT_lekking_Le,MLL_rock or cliff_Rc,MLL_bare earth_Be,MLL_short herbs_Sh,MLL_grass_Gr,MLL_tall herbs_Th,MLL_shrubs_Sb,MLL_tree canopy_Tc,MLL_nectar site_Ns,MLL_hostplant site_Hs,MLL_physical edge site_Ps,MLL_light edge site_Ls,MLL_hilltop_Ht,BaT_dorsalabsorb_Da,BaT_doesalreflect_Dr,BaT_lateral_La,BaS_rock\bare earth_Bg,BaS_short herb_Sh,BaS_grasses_Gr,BaS_tall herbs_Th,BaS_shrub_Sb,BaS_tree canopy_Tc,BaS_Manmade structure_Ms,,,,,,
11,Zerynthia_cerisy,Papilionidae,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,26,31,28.5,0.175,NA,NA,NA,NA,52,62,57,0.175,52,62,57,0.175,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,NA,NA,NA,0,1,0,0,1,1,0,0,0,1,NA,NA,NA,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,NA,NA,NA,NA,NA,NA,,,,,,
12,Zerynthia_cretica,Papilionidae,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,21,26,23.5,0.213,NA,NA,NA,NA,50,55,52.5,0.095,50,55,52.5,0.095,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,1,1,0,0,1,0,0,0,NA,NA,NA,1,1,0,0,0,1,0,0,0,0,NA,NA,NA,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,1,0,1,1,0,0,,,,,,
13,Zerynthia_caucasica,Papilionidae,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,28,32,30,0.133,28,32,30,0.13,NA,NA,NA,NA,NA,NA,NA,NA,50,55,52.5,0.095,50,55,52.5,0.095,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA,NA,0,1,1,0,0,0,NA,NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,,, ,,,
14,Zerynthia_rumina,Papilionidae,0,0,1,0,0,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,17.98,28.2,23.09,0.443,22.21,29,25.605,0.27,22,26,24,0.167,24,26,25,0.080,44,46,45,0.044,44,46,45,0.044,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,NA,NA,NA,1,1,0,0,1,1,0,0,0,1,NA,NA,NA,0,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,,,,,,
15,Zerynthia_polyxena,Papilionidae,0,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,20,27,23.5,0.298,20,27,23.5,0.30,23,26,24.5,0.122,NA,NA,NA,NA,46,52,49,0.122,46,52,49,0.122,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,NA,NA,NA,1,1,0,0,1,1,0,0,0,1,NA,NA,NA,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,,,,,,
16,Zerynthia_cassandra,Papilionidae,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,20,27,23.5,0.298,20,27,23.5,0.30,23,26,24.5,0.122,NA,NA,NA,NA,46,52,49,0.122,46,52,49,0.122,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,NA,NA,0,0,1,0,0,0,NA,NA,NA,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,,,,,,
17,Heteropterus_morpheus,Hesperiidae,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,14.5,18,16.25,0.215,16,18,17,0.12,16,18,17,0.118,NA,NA,NA,NA,30,35,32.5,0.154,30,37,33.5,0.209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,NA,NA,0,0,1,0,0,0,NA,NA,NA,1,0,0,0,1,1,0,0,0,0,NA,NA,NA,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,1,1,0,0,0,,,,,,
18,Carterocephalus_silvicola,Hesperiidae,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,12,13,12.5,0.080,NA,NA,NA,NA,22,28,25,0.240,22,28,25,0.240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,NA,NA,0,0,1,0,0,0,NA,NA,NA,1,0,0,0,1,1,0,0,0,0,NA,NA,NA,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,1,1,1,0,0,,,,,,
19,Carterocephalus_palaemon,Hesperiidae,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,14,15,14.5,0.069,14,15,14.5,0.07,14,14,14,0.000,NA,NA,NA,NA,23,29,26,0.231,24,30,27,0.222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,,,,,,
20,Pelopidas_thrax,Hesperiidae,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,16,16,16,0.000,16,16,16,0.00,NA,NA,NA,NA,NA,NA,NA,NA,33,37,35,0.114,37,42,39.5,0.127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,NA,NA,NA,1,0,0,0,1,1,0,0,0,0,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,,,,,,
21,Borbo_borbonica,Hesperiidae,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,14,15.5,14.75,0.102,14,17,15.5,0.19,14,15,14.5,0.069,14,18,16,0.250,28,30,29,0.069,28,30,29,0.069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,NA,NA,NA,1,0,0,0,1,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,
22,Gegenes_pumilio,Hesperiidae,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,13,15,14,0.143,NA,NA,NA,NA,14,14,14,0.000,14,14,14,0.000,30,34,32,0.125,30,34,32,0.125,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,NA,NA,NA,1,0,0,0,1,0,0,0,0,0,NA,NA,NA,0,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,1,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,0,0,0,,,,,,
23,Gegenes_nostrodamus,Hesperiidae,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,14.2,15.5,14.85,0.088,15,17,16,0.13,15,16,15.5,0.065,14,16,15,0.133,30,34,32,0.125,30,34,32,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,NA,NA,NA,1,0,0,0,1,0,0,0,0,0,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,,,,,,
24,Ochlodes_sylvanus,Hesperiidae,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,13.5,17,15.25,0.230,14,18,16,0.25,14,17,15.5,0.194,NA,NA,NA,NA,23,30,26.5,0.264,27,33,30,0.200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,1,0,1,1,0,1,1,1,0,0,0,1,1,1,0,0,1,1,1,0,0,1,0,0,1,1,1,1,1,0,0,,,,,,
25,Hesperia_comma,Hesperiidae,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,13.03,16,14.515,0.205,13.3,18.2,15.75,0.31,14,15,14.5,0.069,13,16,14.5,0.207,24,33,28.5,0.316,28,34,31,0.194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,,,,,,
26,Thymelicus_christi,Hesperiidae,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,1,0,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,10,11,10.5,0.095,NA,NA,NA,NA,22,26,24,0.167,22,26,24,0.167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA,NA,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,1,1,1,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,
27,Thymelicus_acteon,Hesperiidae,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,10.33,14,12.165,0.302,11,14,12.5,0.24,10,13,11.5,0.261,10,12,11,0.182,22,26,24,0.167,22,26,24,0.167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,,,,,,
28,Thymelicus_hamza,Hesperiidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,11,13,12,0.167,11,12,11.5,0.087,22,25,23.5,0.128,22,25,23.5,0.128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,1,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,
29,Thymelicus_hyrax,Hesperiidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,15,15,15,0.000,15,15,15,0.00,NA,NA,NA,NA,NA,NA,NA,NA,30,35,32.5,0.154,30,35,32.5,0.154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,
30,Thymelicus_sylvestris,Hesperiidae,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,9.8,15.2,12.5,0.432,12,15,13.5,0.22,13,16,14.5,0.207,13,16,14.5,0.207,24,29,26.5,0.189,24,29,26.5,0.189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,1,0,0,0,,,,,,
